ID,TxtGridDir,NWavs,NTxtGrids,Task1_wav,Task1_Prompt,Task1_Kaldi,Task1_IBM,Task1_nSpeakers,Task2_wav,Task2_Prompt,Task2_Kaldi,Task2_IBM,Task2_nSpeakers,Task3_wav,Task4_wav,Task_5_wav,Task5_Prompt,Task5_Kaldi,Task5_IBM,Task5_nSpeakers
696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
715,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
749,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
754,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
781,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
782,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
785,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
817,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
819,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
899,1,5,2,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
909,1,5,2,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
937,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
941,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
953,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
967,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
97,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
970,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
972,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
975,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
977,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
978,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
98,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
982,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
991,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
996,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
997,1,5,3,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
