ID,TxtGridDir,NWavs,NTxtGrids,Task1_wav,Task1_dur,Task1_Prompt,Task1_Kaldi,Task1_IBM,Task1_nSpeakers,Task2_wav,Task2_dur,Task2_Prompt,Task2_Kaldi,Task2_IBM,Task2_nSpeakers,Task3_wav,Task3_dur,Task4_wav,Task4_dur,Task_5_wav,Task5_dur,Task5_Prompt,Task5_Kaldi,Task5_IBM,Task5_nSpeakers
393,1,5,3,1,921.368005,1,0,0,0,1,283.464989,1,0,0,0,1,144.194989,1,147.041995,1,297.050000,1,0,0,0
396,1,5,3,1,1019.843016,1,0,0,0,1,347.867007,1,0,0,0,1,220.649002,1,441.509002,1,172.751995,1,0,0,0
398,1,5,3,1,237.166848,1,0,0,0,1,496.795011,1,0,0,0,1,282.300998,1,431.669002,1,603.572993,1,0,0,0
406,1,5,3,1,711.260998,1,0,0,0,1,333.458005,1,0,0,0,1,184.833991,1,409.427007,1,178.084989,1,0,0,0
407,1,5,3,1,758.998005,1,0,0,0,1,334.705986,1,0,0,0,1,160.060998,1,358.804989,1,203.653016,1,0,0,0
408,1,5,3,1,681.725986,1,0,0,0,1,328.666009,1,0,0,0,1,201.245011,1,406.830000,1,180.157007,1,0,0,0
409,1,5,3,1,825.629002,1,0,0,0,1,377.415986,1,0,0,0,1,191.983991,1,387.713991,1,183.925986,1,0,0,0
413,1,5,3,1,1597.111995,1,0,0,0,1,155.931995,1,0,0,0,1,181.839002,1,390.459002,1,224.763991,1,0,0,0
416,1,5,3,1,-1,1,0,0,0,1,369.539002,1,0,0,0,1,241.763991,1,475.425011,1,198.712993,1,0,0,0
420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,1,5,3,1,854.513991,1,0,0,0,1,467.611995,1,0,0,0,1,165.429002,1,185.864308,1,-1,1,0,0,0
430,1,5,3,1,1217.614989,1,0,0,0,1,1000.377007,1,0,0,0,1,461.130998,1,430.417007,1,434.461995,1,0,0,0
432,1,5,3,1,-1,1,0,0,0,1,687.712993,1,0,0,0,1,199.490998,1,209.507937,1,-1,1,0,0,0
434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1,4,2,1,1612.348005,1,0,0,0,1,1619.642993,1,0,0,0,1,264.122993,1,-1,0,0,0,0,0,0
444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1,5,3,1,2773.411995,1,0,0,0,1,405.300000,1,0,0,0,1,404.380998,1,437.833016,1,463.659002,1,0,0,0
447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,1,5,3,1,1558.850000,1,0,0,0,1,316.513991,1,0,0,0,1,513.905986,1,368.478005,1,446.087982,1,0,0,0
456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,1,5,3,1,695.615986,1,0,0,0,1,353.481020,1,0,0,0,1,131.023991,1,364.140998,1,232.209796,1,0,0,0
459,1,5,3,1,946.832993,1,0,0,0,1,352.007982,1,0,0,0,1,234.554989,1,373.983016,1,223.530000,1,0,0,0
460,1,5,3,1,1156.926009,1,0,0,0,1,332.888005,1,0,0,0,1,168.599002,1,322.793016,1,314.503016,1,0,0,0
461,1,5,3,1,944.623991,1,0,0,0,1,336.178005,1,0,0,0,1,146.854989,1,299.090998,1,304.321995,1,0,0,0
465,1,5,3,1,2535.372993,1,0,0,0,1,367.220998,1,0,0,0,1,201.740000,1,705.670023,1,577.791769,1,0,0,0
466,1,5,3,1,1298.222993,1,0,0,0,1,389.190998,1,0,0,0,1,296.139002,1,355.582018,1,183.428005,1,0,0,0
472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,1,5,3,1,1297.529297,1,0,0,0,1,510.288005,1,0,0,0,1,340.549002,1,526.777007,1,316.470998,1,0,0,0
477,1,5,3,1,1429.049002,1,0,0,0,1,396.403016,1,0,0,0,1,319.644014,1,315.626984,1,175.946984,1,0,0,0
485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,1,5,3,1,1552.528005,1,0,0,0,1,300.224989,1,0,0,0,1,227.630998,1,347.855986,1,216.801995,1,0,0,0
497,1,5,3,1,-1,1,0,0,0,1,669.383991,1,0,0,0,1,249.230000,1,404.460998,1,443.991020,1,0,0,0
498,1,5,3,1,1602.302018,1,0,0,0,1,33.019002,1,0,0,0,1,166.123016,1,617.537982,1,179.880000,1,0,0,0
502,1,5,3,1,1676.590000,1,0,0,0,1,160.978005,1,0,0,0,1,200.615011,1,622.844014,1,249.590000,1,0,0,0
512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,1,5,3,1,1102.696009,1,0,0,0,1,135.395986,1,0,0,0,1,162.026009,1,387.876984,1,240.998005,1,0,0,0
519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,1,5,3,1,-1,1,0,0,0,1,711.393991,1,0,0,0,1,210.424989,1,439.281995,1,186.990998,1,0,0,0
525,1,5,3,1,-1,1,0,0,0,1,314.508005,1,0,0,0,1,189.458005,1,138.515986,1,199.876009,1,0,0,0
532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,1,5,3,1,1918.126009,1,0,0,0,1,302.710998,1,0,0,0,1,167.740000,1,137.417982,1,566.045193,1,0,0,0
539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,1,5,3,1,1343.770000,1,0,0,0,1,369.241995,1,0,0,0,1,162.237007,1,359.191995,1,249.584014,1,0,0,0
545,1,5,3,1,716.231995,1,0,0,0,1,373.910998,1,0,0,0,1,192.623991,1,381.610000,1,160.224989,1,0,0,0
547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,1,5,3,1,1478.216009,1,0,0,0,1,395.191995,1,0,0,0,1,161.991995,1,50.440998,1,222.455986,1,0,0,0
608,1,5,3,1,-1,1,0,0,0,1,416.412993,1,0,0,0,1,652.241995,1,5.590998,1,222.400998,1,0,0,0
615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,1,5,3,1,2241.542993,1,0,0,0,1,2150.218005,1,0,0,0,1,380.428005,1,472.489002,1,732.956803,1,0,0,0
632,1,5,3,1,1027.516009,1,0,0,0,1,292.195986,1,0,0,0,1,177.243991,1,354.660998,1,250.320998,1,0,0,0
634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,1,5,3,1,-1,1,0,0,0,1,477.381995,1,0,0,0,1,287.660998,1,156.352018,1,583.782993,1,0,0,0
651,1,5,3,1,1340.996984,1,0,0,0,1,367.565011,1,0,0,0,1,197.858005,1,387.266009,1,273.878005,1,0,0,0
653,1,5,3,1,971.394014,1,0,0,0,1,398.434989,1,0,0,0,1,202.907007,1,405.760000,1,196.233991,1,0,0,0
657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,1,5,3,1,-1,1,0,0,0,1,337.109002,1,0,0,0,1,191.495011,1,430.220998,1,186.523991,1,0,0,0
666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,1,5,3,1,1288.774989,1,0,0,0,1,407.098005,1,0,0,0,1,200.140998,1,393.455986,1,191.903016,1,0,0,0
668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,1,5,3,1,-1,1,0,0,0,1,331.553991,1,0,0,0,1,159.640998,1,220.736009,1,195.980000,1,0,0,0
671,1,5,3,1,1361.891995,1,0,0,0,1,127.632018,1,0,0,0,1,392.871020,1,487.276984,1,266.750000,1,0,0,0
672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,1,5,3,1,2064.396984,1,0,0,0,1,641.256009,1,0,0,0,1,246.947007,1,318.372993,1,367.133923,1,0,0,0
681,1,5,3,1,668.368005,1,0,0,0,1,272.523991,1,0,0,0,1,126.625986,1,356.195986,1,355.083991,1,0,0,0
682,1,5,3,1,791.720000,1,0,0,0,1,312.674014,1,0,0,0,1,189.911995,1,343.822993,1,177.121995,1,0,0,0
694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1,5,3,1,942.511995,1,0,0,0,1,371.134989,1,0,0,0,1,251.246984,1,402.065011,1,213.777007,1,0,0,0
715,1,5,3,1,960.626984,1,0,0,0,1,392.595011,1,0,0,0,1,205.346984,1,390.766984,1,178.546009,1,0,0,0
722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,1,5,3,1,-1,1,0,0,0,1,370.811995,1,0,0,0,1,187.311995,1,11.675986,1,164.350000,1,0,0,0
725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,1,5,3,1,-1,1,0,0,0,1,336.145986,1,0,0,0,1,243.919002,1,249.249002,1,192.510998,1,0,0,0
727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,1,5,3,1,-1,1,0,0,0,1,279.694989,1,0,0,0,1,154.243016,1,412.838005,1,276.380000,1,0,0,0
739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,1,5,3,1,-1,1,0,0,0,1,531.783991,1,0,0,0,1,244.150998,1,291.825011,1,421.982993,1,0,0,0
749,1,5,3,1,949.334014,1,0,0,0,1,349.126009,1,0,0,0,1,133.150000,1,338.445011,1,177.130000,1,0,0,0
750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,1,5,3,1,-1,1,0,0,0,1,323.565986,1,0,0,0,1,158.127982,1,159.728005,1,248.028005,1,0,0,0
754,1,5,3,1,-1,1,0,0,0,1,330.878005,1,0,0,0,1,188.098005,1,150.745011,1,314.811995,1,0,0,0
781,1,5,3,1,848.768980,1,0,0,0,1,305.216009,1,0,0,0,1,123.940998,1,335.824014,1,265.296757,1,0,0,0
782,1,5,3,1,1061.389002,1,0,0,0,1,284.098005,1,0,0,0,1,188.218005,1,115.518005,1,228.631995,1,0,0,0
785,1,5,3,1,980.620000,1,0,0,0,1,324.795011,1,0,0,0,1,174.007982,1,287.916009,1,269.844014,1,0,0,0
817,1,5,3,1,1055.660998,1,0,0,0,1,541.050000,1,0,0,0,1,191.036009,1,260.458005,1,224.874989,1,0,0,0
819,1,5,3,1,778.775986,1,0,0,0,1,268.142993,1,0,0,0,1,145.421020,1,265.367982,1,168.377982,1,0,0,0
841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,1,5,3,1,837.180998,1,0,0,0,1,348.687007,1,0,0,0,1,240.961995,1,273.428005,1,236.645011,1,0,0,0
884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,1,5,3,1,3933.076009,1,0,0,0,1,245.360000,1,0,0,0,1,659.676009,1,4.336984,1,437.861678,1,0,0,0
899,1,5,2,1,1577.537982,1,0,0,0,1,244.340000,1,0,0,0,1,195.456009,1,194.049002,1,22.287007,0,0,0,0
909,1,5,2,1,3278.446009,1,0,0,0,1,122.929002,0,0,0,0,1,233.383991,1,329.505986,1,799.261701,1,0,0,0
937,1,5,3,1,1073.824989,1,0,0,0,1,295.450998,1,0,0,0,1,168.415011,1,-1,1,-1,1,0,0,0
941,1,5,3,1,947.070998,1,0,0,0,1,329.767007,1,0,0,0,1,263.840998,1,332.292993,1,281.525011,1,0,0,0
943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,1,5,3,1,-1,1,0,0,0,1,318.290998,1,0,0,0,1,136.086009,1,6.719002,1,187.845011,1,0,0,0
953,1,5,3,1,-1,1,0,0,0,1,581.800000,1,0,0,0,1,115.609002,1,5.875986,1,343.865986,1,0,0,0
967,1,5,3,1,1498.273991,1,0,0,0,1,792.486009,1,0,0,0,1,201.994989,1,405.422018,1,502.530998,1,0,0,0
97,1,5,3,1,922.550998,1,0,0,0,1,347.020998,1,0,0,0,1,137.204989,1,401.167007,1,26.340000,1,0,0,0
970,1,5,3,1,829.046009,1,0,0,0,1,290.480000,1,0,0,0,1,117.744014,1,259.181995,1,173.961995,1,0,0,0
972,1,5,3,1,1059.649002,1,0,0,0,1,539.270000,1,0,0,0,1,254.196984,1,3.401995,1,368.096009,1,0,0,0
975,1,5,3,1,1275.734989,1,0,0,0,1,379.319002,1,0,0,0,1,170.359002,1,280.700998,1,337.936349,1,0,0,0
977,1,5,3,1,1682.648005,1,0,0,0,1,460.649002,1,0,0,0,1,256.177007,1,361.883991,1,401.499705,1,0,0,0
978,1,5,3,1,1551.677007,1,0,0,0,1,504.545011,1,0,0,0,1,236.301995,1,219.081995,1,622.670998,1,0,0,0
98,1,5,3,1,1230.219002,1,0,0,0,1,363.940998,1,0,0,0,1,156.960000,1,431.029002,1,290.645986,1,0,0,0
982,1,5,3,1,940.304989,1,0,0,0,1,421.752993,1,0,0,0,1,159.733991,1,310.380998,1,246.967007,1,0,0,0
991,1,5,3,1,1369.970000,1,0,0,0,1,418.509002,1,0,0,0,1,216.622993,1,299.156984,1,359.362993,1,0,0,0
996,1,5,3,1,1990.719002,1,0,0,0,1,388.848005,1,0,0,0,1,214.498005,1,266.820000,1,367.544989,1,0,0,0
997,1,5,3,1,947.260000,1,0,0,0,1,326.345011,1,0,0,0,1,201.357007,1,328.170998,1,306.748005,1,0,0,0
